Time,190-AT1001-AirTemp (°C),990-PC-1106A-H1,990-PC-1106B-H2,990-PC-1107-H1,990-PT-1154A (barg),990-PT-1154B (barg),990-PT-1154C (barg),990-PSHL-1150,990-LT-1181 (mm),990-LT-1182 (mm),990-LT-1183 (mm),990-PT-1159 (barg),190-ZSL-1103,190-ZSH-1103,190-ZSI-1103,190-ZT-1103 (%),990-PT-1179 (barg),190-ZSL-1104,190-ZSH-1104,190-ZSI-1104,190-ZT-1104 (%),
2020.04.15 01:03:52.036,,,,,,,,,,,755.84399414063,,,,,,,,,,,
2020.04.15 01:04:06.037,-1.2000000476837,,,,,,,,,,,,,,,,,,,,,
2020.04.15 01:06:36.044,-1.2999999523163,,,,,,168.36262512207,,,,,,,,,,,,,,,
2020.04.15 01:07:45.055,,,,,,168.53482055664,,,,,,,,,,,,,,,,
2020.04.15 01:08:39.049,,,,,,,,,,,,162.9347076416,,,,,,,,,,
2020.04.15 01:09:45.046,,,,,168.61717224121,,,,,,,,,,,,,,,,,
2020.04.15 01:12:06.047,-1.3999999761581,,,,,,,,,,,,,,,,,,,,,
2020.04.15 01:12:38.041,,,,,,,,,,,,,,,,,163.32402038574,,,,,
2020.04.15 01:14:36.050,,,,,,168.48989868164,,,,,,,,,,,,,,,,
2020.04.15 01:14:59.043,,,,,168.57225036621,,,,,,,,,,,,,,,,,
2020.04.15 01:15:02.045,,,,,,,168.31770324707,,,,,,,,,,,,,,,
2020.04.15 01:15:39.059,,,,,,,,,,,755.62573242188,,,,,,,,,,,
2020.04.15 01:16:04.051,,,,,,,,,720.33227539063,,,,,,,,,,,,,
2020.04.15 01:16:26.042,,,,,,,,,,,,162.85983276367,,,,,,,,,,
2020.04.15 01:16:35.051,-1.5,,,,,,,,,,,,,,,,,,,,,
2020.04.15 01:17:37.063,,,,,,,,,,,,,,,,,163.26412963867,,,,,
2020.04.15 01:19:20.054,,,,,,,,,,758.900390625,,,,,,,,,,,,
2020.04.15 01:19:35.070,-1.6000000238419,,,,,,,,,,,,,,,,,,,,,
2020.04.15 01:20:27.065,,,,,,,,,,,,,,,,,,,,,99.986434936523,
2020.04.15 01:20:53.073,,,,,,,168.28025817871,,,,,,,,,,,,,,,
2020.04.15 01:20:57.076,,,,,,168.43748474121,,,,,,,,,,,,,,,,
2020.04.15 01:21:27.067,,,,,,,,,720.55053710938,,,,,,,,,,,,,
2020.04.15 01:21:31.068,,,,,168.52732849121,,,,,,,,,,,,,,,,,
2020.04.15 01:22:35.063,-1.7000000476837,,,,,,,,,,,,,,,,,,,,,
2020.04.15 01:23:05.072,-1.6000000238419,,,,,,,,,,,,,,,,,,,,,
2020.04.15 01:25:14.086,,,,,,,,,,,,,,,,,163.21920776367,,,,,
2020.04.15 01:26:20.084,,,,,,,168.20539855957,,,,,,,,,,,,,,,
2020.04.15 01:27:04.077,,,,,,,,,,,,162.7999420166,,,,,,,,,,
2020.04.15 01:27:38.081,,,,,168.48989868164,,,,,,,,,,,,,,,,,
2020.04.15 01:27:39.092,,,,,,168.38508605957,,,,,,,,,,,,,,,,
2020.04.15 01:27:54.085,,,,,,,,,720.33227539063,,,,,,,,,,,,,
2020.04.15 01:28:05.083,-1.7000000476837,,,,,,,,,,,,,,,,,,,,,
2020.04.15 01:30:36.093,,,,,,,,,,,755.48010253906,,,,,,,,,,,
2020.04.15 01:32:23.100,,,,,168.42999267578,,,,,,,,,,,,,,,,,
2020.04.15 01:32:40.089,,,,,,,,,720.47778320313,,,,,,,,,,,,,
2020.04.15 01:34:05.000,-1.6000000238419,,,,,,,,,,,,,,,,,,,,,
2020.04.15 01:34:45.000,,,,,,,,,,,,162.74754333496,,,,,,,,,,
2020.04.15 01:34:54.001,,,,,,,,,,,,,,,,,163.27160644531,,,,,
2020.04.15 01:34:57.093,,,,,,168.32518005371,,,,,,,,,,,,,,,,
2020.04.15 01:37:04.013,,,,,,,168.15298461914,,,,,,,,,,,,,,,
2020.04.15 01:39:47.014,,,,,168.39256286621,,,,,,,,,,,,,,,,,
2020.04.15 01:40:13.004,,,,,,,,,,,,,,,,,163.32402038574,,,,,
2020.04.15 01:42:13.018,,,,,,,,,,,755.26184082031,,,,,,,,,,,
2020.04.15 01:43:05.022,-1.7000000476837,,,,,,,,,,,,,,,,,,,,,
2020.04.15 01:43:07.021,,,,,,,168.1005859375,,,,,,,,,,,,,,,
2020.04.15 01:43:44.025,,,,,,168.28025817871,,,,,,,,,,,,,,,,
2020.04.15 01:44:13.021,,,,,,,,,,,,162.6876373291,,,,,,,,,,
2020.04.15 01:45:54.017,,,,,168.34016418457,,,,,,,,,,,,,,,,,
2020.04.15 01:49:17.038,,,,,,,,,,,,,,,,,163.25663757324,,,,,
2020.04.15 01:49:35.035,-1.7999999523163,,,,,,,,,,,,,,,,,,,,,
2020.04.15 01:50:33.036,,,,,,168.23533630371,,,,,,,,,,,,,,,,
2020.04.15 01:51:38.027,,,,,,,,,,,,162.65769958496,,,,,,,,,,
2020.04.15 01:52:56.041,,,,,,,168.0556640625,,,,,,,,,,,,,,,
2020.04.15 01:54:20.039,,,,,,,,,,,,,,,,,163.19674682617,,,,,
2020.04.15 01:54:31.038,,,,,168.30271911621,,,,,,,,,,,,,,,,,
2020.04.15 01:55:05.045,-1.8999999761581,,,,,,,,,,,,,,,,,,,,,
2020.04.15 01:56:14.063,,,,,,,,,,758.82763671875,,,,,,,,,,,,
2020.04.15 01:57:49.060,,,,,,,,,,,,162.61277770996,,,,,,,,,,
2020.04.15 01:58:58.048,,,,,,,,,,,,,,,,,163.12187194824,,,,,
2020.04.15 01:59:10.060,,,,,,168.16796875,,,,,,,,,,,,,,,,
2020.04.15 01:59:16.054,,,,,,,167.98828125,,,,,,,,,,,,,,,
2020.04.15 02:00:35.070,-2,,,,,,,,,,,,,,,,,,,,,
2020.04.15 02:00:41.059,,,,,168.25032043457,,,,,,,,,,,,,,,,,
2020.04.15 02:02:25.065,,,,,,,,,,,,162.55288696289,,,,,,,,,,
2020.04.15 02:02:59.053,,,,,,,,,,,,,,,,,163.0470123291,,,,,
2020.04.15 02:05:35.060,,,,,,168.13052368164,,,,,,,,,,,,,,,,
2020.04.15 02:05:51.061,,,,,168.19790649414,,,,,,,,,,,,,,,,,
2020.04.15 02:07:20.068,,,,,,,167.92839050293,,,,,,,,,,,,,,,
2020.04.15 02:07:35.075,,,,,,,,,,758.75476074219,,,,,,,,,,,,
2020.04.15 02:09:40.070,,,,,,,,,,,,162.51544189453,,,,,,,,,,
2020.04.15 02:10:18.071,,,,,,168.078125,,,,,,,,,,,,,,,,
2020.04.15 02:11:29.069,,,,,168.13801574707,,,,,,,,,,,,,,,,,
2020.04.15 02:12:09.061,,,,,,,,,,,755.18908691406,,,,,,,,,,,
2020.04.15 02:13:38.068,,,,,,,,,,,,,,,,,163.0245513916,,,,,
2020.04.15 02:13:52.063,,,,,,,167.89094543457,,,,,,,,,,,,,,,
2020.04.15 02:13:53.073,,,,,,,,,,,,,,,,,,,,,99.990051269531,
2020.04.15 02:15:06.071,,,,,,,,,,,,162.47801208496,,,,,,,,,,
2020.04.15 02:16:10.080,,,,,,,,,,758.53649902344,,,,,,,,,,,,
2020.04.15 02:16:12.070,,,,,,168.04067993164,,,,,,,,,,,,,,,,
2020.04.15 02:18:34.080,,,,,,,167.83854675293,,,,,,,,,,,,,,,
2020.04.15 02:19:47.002,,,,,168.09309387207,,,,,,,,,,,,,,,,,
2020.04.15 02:20:05.087,-2.0999999046326,,,,,,,,,,,,,,,,,,,,,
2020.04.15 02:20:35.085,-2,,,,,,,,,,,,,,,,,,,,,
2020.04.15 02:21:02.085,,,,,,,,,,,,162.44058227539,,,,,,,,,,
2020.04.15 02:23:26.008,,,,,,,,,,758.68200683594,,,,,,,,,,,,
2020.04.15 02:25:05.007,,,,,,167.97331237793,,,,,,,,,,,,,,,,
2020.04.15 02:25:56.004,,,,,,,,,,,,,,,,,163.09941101074,,,,,
2020.04.15 02:26:05.002,-1.8999999761581,,,,,,,,,,,,,,,,,,,,,
2020.04.15 02:29:02.010,,,,,,,,,,,755.11633300781,,,,,,,,,,,
2020.04.15 02:30:08.004,,,,,,,,,,758.53649902344,,,,,,,,,,,,
2020.04.15 02:30:13.021,,,,,168.0556640625,,,,,,,,,,,,,,,,,
2020.04.15 02:30:33.015,,,,,,,167.77865600586,,,,,,,,,,,,,,,
2020.04.15 02:32:05.012,-1.7999999523163,,,,,,,,,,,,,,,,,,,,,
2020.04.15 02:36:03.032,,,,,,,,,,,754.89794921875,,,,,,,,,,,
2020.04.15 02:36:09.035,,,,,,,,,,,,,,,,,163.12187194824,,,,,
2020.04.15 02:36:37.031,,,,,168.01821899414,,,,,,,,,,,,,,,,,
2020.04.15 02:38:05.036,,,,,,167.92839050293,,,,,,,,,,,,,,,,
2020.04.15 02:39:37.055,,,,,,,,,720.33227539063,,,,,,,,,,,,,
2020.04.15 02:41:05.033,-1.8999999761581,,,,,,,,,,,,,,,,,,,,,
2020.04.15 02:41:09.043,,,,,,,167.71127319336,,,,,,,,,,,,,,,
2020.04.15 02:42:04.044,,,,,,,,,,,,162.38816833496,,,,,,,,,,
2020.04.15 02:42:50.041,,,,,167.9658203125,,,,,,,,,,,,,,,,,
2020.04.15 02:43:05.049,-2,,,,,,,,,,,,,,,,,,,,,
2020.04.15 02:44:20.046,,,,,,,,,,,,,,,,,163.03952026367,,,,,
2020.04.15 02:44:22.000,,,,,,167.86848449707,,,,,,,,,,,,,,,,
2020.04.15 02:45:05.051,-2.0999999046326,,,,,,,,,,,,,,,,,,,,,
2020.04.15 02:45:06.041,,,,,,,,,720.55053710938,,,,,,,,,,,,,
2020.04.15 02:46:44.067,,,,,,,,,,,,162.32078552246,,,,,,,,,,
2020.04.15 02:48:27.059,,,,,,,,,,,,,,,,,162.9571685791,,,,,
2020.04.15 02:49:35.063,-2.2000000476837,,,,,,,,,,,,,,,,,,,,,
2020.04.15 02:50:06.056,,,,,167.91340637207,,,,,,,,,,,,,,,,,
2020.04.15 02:50:20.057,,,,,,,167.6513671875,,,,,,,,,,,,,,,
2020.04.15 02:50:56.063,,,,,,,,,720.33227539063,,,,,,,,,,,,,
2020.04.15 02:52:06.065,,,,,,167.80111694336,,,,,,,,,,,,,,,,
2020.04.15 02:52:56.069,,,,,,,,,,,,162.26089477539,,,,,,,,,,
2020.04.15 02:54:08.071,,,,,,,,,,,,,,,,,162.9122467041,,,,,
2020.04.15 02:55:57.077,,,,,167.86100769043,,,,,,,,,,,,,,,,,
2020.04.15 02:56:06.069,,,,,,,,,720.55053710938,,,,,,,,,,,,,
2020.04.15 02:57:02.079,,,,,,,167.60646057129,,,,,,,,,,,,,,,
2020.04.15 02:57:30.078,,,,,,,,,,,754.8251953125,,,,,,,,,,,
2020.04.15 02:59:35.082,-2.2999999523163,,,,,,,,,,,,,,,,,,,,,
2020.04.15 02:59:59.086,,,,,,167.74870300293,,,,,,,,,,,,,,,,
2020.04.15 03:01:35.084,-2.2000000476837,,,,,,,,,,,,,,,,,,,,,
2020.04.15 03:01:36.086,,,,,,,,,720.33227539063,,,,,,,,,,,,,
2020.04.15 03:02:40.092,,,,,,,167.55404663086,,,,,,,,,,,,,,,
2020.04.15 03:02:47.002,,,,,167.79362487793,,,,,,,,,,,,,,,,,
2020.04.15 03:03:40.003,,,,,,,,,,,,162.21597290039,,,,,,,,,,
2020.04.15 03:04:33.085,,,,,,,,,,758.46374511719,,,,,,,,,,,,
2020.04.15 03:05:21.002,,,,,,167.70378112793,,,,,,,,,,,,,,,,
2020.04.15 03:07:35.012,-2.2999999523163,,,,,,,,,,,,,,,,,,,,,
2020.04.15 03:07:42.009,,,,,,,,,720.55053710938,,,,,,,,,,,,,
2020.04.15 03:09:07.011,,,,,,,167.51661682129,,,,,,,,,,,,,,,
2020.04.15 03:12:46.097,,,,,,,,,720.47778320313,,,,,,,,,,,,,
2020.04.15 03:13:07.017,,,,,167.74870300293,,,,,,,,,,,,,,,,,
2020.04.15 03:13:50.018,,,,,,167.64389038086,,,,,,,,,,,,,,,,
2020.04.15 03:14:30.015,,,,,,,,,,758.39099121094,,,,,,,,,,,,
2020.04.15 03:14:58.021,,,,,,,,,,,754.75244140625,,,,,,,,,,,
2020.04.15 03:15:00.023,,,,,,,,,,,,,,,,,,,,,99.986434936523,
2020.04.15 03:16:05.024,-2.4000000953674,,,,,,,,,,,,,,,,,,,,,
2020.04.15 03:16:07.022,,,,,,,,,,,,162.17854309082,,,,,,,,,,
2020.04.15 03:16:12.023,,,,,,,167.48666381836,,,,,,,,,,,,,,,
2020.04.15 03:19:43.029,,,,,,,,,,,,,,,,,162.89727783203,,,,,
2020.04.15 03:19:48.029,,,,,167.71127319336,,,,,,,,,,,,,,,,,
2020.04.15 03:21:05.116,-2.5,,,,,,,,,,,,,,,,,,,,,
2020.04.15 03:21:12.034,,,,,,,,,,,,162.12612915039,,,,,,,,,,
2020.04.15 03:22:35.040,,,,,,,,,720.33227539063,,,,,,,,,,,,,
2020.04.15 03:22:44.121,,,,,,,167.44923400879,,,,,,,,,,,,,,,
2020.04.15 03:23:48.040,,,,,,167.59896850586,,,,,,,,,,,,,,,,
2020.04.15 03:24:32.034,,,,,,,,,,,,,,,,,162.85235595703,,,,,
2020.04.15 03:25:40.044,,,,,167.673828125,,,,,,,,,,,,,,,,,
2020.04.15 03:25:53.134,,,,,,,,,,,754.6796875,,,,,,,,,,,
2020.04.15 03:26:44.046,,,,,,,,,,,,162.08869934082,,,,,,,,,,
2020.04.15 03:27:12.046,,,,,,,167.40431213379,,,,,,,,,,,,,,,
2020.04.15 03:30:39.055,,,,,,167.55404663086,,,,,,,,,,,,,,,,
2020.04.15 03:30:43.054,,,,,,,,,720.55053710938,,,,,,,,,,,,,
2020.04.15 03:31:11.139,,,,,,,,,,,,,,,,,162.9122467041,,,,,
2020.04.15 03:31:14.137,,,,,167.62892150879,,,,,,,,,,,,,,,,,
2020.04.15 03:31:32.053,,,,,,,,,,,754.5341796875,,,,,,,,,,,
2020.04.15 03:34:56.057,,,,,,,167.36688232422,,,,,,,,,,,,,,,
2020.04.15 03:35:05.054,,,,,,,,,720.25952148438,,,,,,,,,,,,,
2020.04.15 03:36:05.066,-2.4000000953674,,,,,,,,,,,,,,,,,,,,,
2020.04.15 03:37:51.154,,,,,,167.50163269043,,,,,,,,,,,,,,,,
2020.04.15 03:38:31.074,,,,,167.59147644043,,,,,,,,,,,,,,,,,
2020.04.15 03:39:34.076,,,,,,,,,720.55053710938,,,,,,,,,,,,,
2020.04.15 03:39:51.078,,,,,,,,,,,,161.98388671875,,,,,,,,,,
2020.04.15 03:41:05.076,-2.2999999523163,,,,,,,,,,,,,,,,,,,,,
2020.04.15 03:42:01.082,,,,,,,167.31446838379,,,,,,,,,,,,,,,
2020.04.15 03:43:34.081,,,,,,,,,720.47778320313,,,,,,,,,,,,,
2020.04.15 03:45:16.088,,,,,,,,,,,754.46142578125,,,,,,,,,,,
2020.04.15 03:47:05.094,-2.4000000953674,,,,,,,,,,,,,,,,,,,,,
2020.04.15 03:47:11.095,,,,,167.55404663086,,,,,,,,,,,,,,,,,
2020.04.15 03:47:26.093,,,,,,,,,,,,161.94645690918,,,,,,,,,,
2020.04.15 03:48:35.096,-2.5,,,,,,,,,,,,,,,,,,,,,
2020.04.15 03:49:05.005,-2.4000000953674,,,,,,,,,,,,,,,,,,,,,
2020.04.15 03:49:13.097,,,,,,,,,,,,,,,,,162.9571685791,,,,,
2020.04.15 03:49:35.096,,,,,,,,,720.25952148438,,,,,,,,,,,,,
2020.04.15 03:50:03.089,,,,,,167.46420288086,,,,,,,,,,,,,,,,
2020.04.15 03:50:35.003,-2.5,,,,,,,,,,,,,,,,,,,,,
2020.04.15 03:52:52.097,,,,,,,,,,758.31823730469,,,,,,,,,,,,
2020.04.15 03:53:05.010,-2.4000000953674,,,,,,,,,,,,,,,,,,,,,
2020.04.15 03:53:48.098,,,,,,,,,,,,,,,,,163.0020904541,,,,,
2020.04.15 03:55:28.106,,,,,,,,,,,,161.91650390625,,,,,,,,,,
2020.04.15 03:56:29.000,,,,,,,167.27703857422,,,,,,,,,,,,,,,
2020.04.15 03:59:03.004,,,,,,,,,,,,,,,,,162.94967651367,,,,,
2020.04.15 04:02:44.002,,,,,,,,,,,,161.87158203125,,,,,,,,,,
2020.04.15 04:06:06.016,-2.2999999523163,,,,,,,,,,,,,,,,,,,,,
2020.04.15 04:07:06.020,-2.2000000476837,,,,,,,,,,,,,,,,,,,,,
2020.04.15 04:07:43.018,,,,,167.52409362793,,,,,,,,,,,,,,,,,
2020.04.15 04:07:57.011,,,,,,,,,,,,,,,,,162.91973876953,,,,,
2020.04.15 04:09:08.022,,,,,,167.42677307129,,,,,,,,,,,,,,,,
2020.04.15 04:10:06.018,-2.0999999046326,,,,,,,,,,,,,,,,,,,,,
2020.04.15 04:12:06.018,-2.2000000476837,,,,,,,,,,,,,,,,,,,,,
2020.04.15 04:12:45.011,,,,,,,,,,,,,,,,,163.0020904541,,,,,
2020.04.15 04:14:38.018,,,,,,,,,719.96838378906,,,,,,,,,,,,,
2020.04.15 04:15:06.028,-2.2999999523163,,,,,,,,,,,,,,,,,,,,,
2020.04.15 04:17:01.030,,,,,167.48666381836,,,,,,,,,,,,,,,,,
2020.04.15 04:17:06.023,-2.4000000953674,,,,,,,,,,,,,,,,,,,,,
2020.04.15 04:18:08.046,,,,,,,167.23211669922,,,,,,,,,,,,,,,
2020.04.15 04:18:09.033,,,,,,,,,,,,,,,,,,,,,99.990051269531,
2020.04.15 04:18:23.031,,,,,,,,,,,,,,,,,163.06198120117,,,,,
2020.04.15 04:19:06.031,-2.2999999523163,,,,,,,,,,,,,,,,,,,,,
2020.04.15 04:20:00.037,,,,,,,,,720.11389160156,,,,,,,,,,,,,
2020.04.15 04:20:06.038,-2.2000000476837,,,,,,,,,,,,,,,,,,,,,
2020.04.15 04:20:16.036,,,,,,167.38934326172,,,,,,,,,,,,,,,,
2020.04.15 04:21:36.045,-2.0999999046326,,,,,,,,,,,,,,,,,,,,,
2020.04.15 04:22:36.050,-2.2000000476837,,,,,,,,,,,,,,,,,,,,,
2020.04.15 04:22:45.041,,,,,,,,,,,,,,,,,163.14433288574,,,,,
2020.04.15 04:26:00.052,,,,,,,,,,,,161.92399597168,,,,,,,,,,
2020.04.15 04:26:08.045,,,,,,,167.20216369629,,,,,,,,,,,,,,,
2020.04.15 04:26:26.059,,,,,,,,,719.89562988281,,,,,,,,,,,,,
2020.04.15 04:27:13.057,,,,,,,,,,,,,,,,,163.21920776367,,,,,
2020.04.15 04:29:06.060,-2.2999999523163,,,,,,,,,,,,,,,,,,,,,
2020.04.15 04:29:24.066,,,,,167.45671081543,,,,,,,,,,,,,,,,,
2020.04.15 04:31:04.066,,,,,,,,,,,754.388671875,,,,,,,,,,,
2020.04.15 04:31:06.057,-2.2000000476837,,,,,,,,,,,,,,,,,,,,,
2020.04.15 04:31:39.069,,,,,,,,,,,,,,,,,163.30155944824,,,,,
2020.04.15 04:32:36.070,-2.2999999523163,,,,,,,,,,,,,,,,,,,,,
2020.04.15 04:34:24.079,,,,,,167.36688232422,,,,,,,,,,,,,,,,
2020.04.15 04:36:36.076,-2.4000000953674,,,,,,,,,,,,,,,,,,,,,
2020.04.15 04:37:26.082,,,,,,,167.17970275879,,,,,,,,,,,,,,,
2020.04.15 04:38:15.072,,,,,,,,,,,,,,,,,163.32402038574,,,,,
2020.04.15 04:38:27.077,,,,,,,,,,,,161.84912109375,,,,,,,,,,
2020.04.15 04:40:06.088,-2.2999999523163,,,,,,,,,,,,,,,,,,,,,
2020.04.15 04:40:15.082,,,,,167.41928100586,,,,,,,,,,,,,,,,,
2020.04.15 04:41:06.083,-2.4000000953674,,,,,,,,,,,,,,,,,,,,,
2020.04.15 04:42:17.000,,,,,,,,,,,,161.77426147461,,,,,,,,,,
2020.04.15 04:43:08.091,,,,,,167.32943725586,,,,,,,,,,,,,,,,
2020.04.15 04:43:59.095,,,,,,,,,,,,,,,,,163.28659057617,,,,,
2020.04.15 04:44:47.086,,,,,,,167.14976501465,,,,,,,,,,,,,,,
2020.04.15 04:47:35.080,-2.2999999523163,,,,,,,,,,,,,,,,,,,,,
2020.04.15 04:47:40.091,,,,,,,,,,,754.46142578125,,,,,,,,,,,
2020.04.15 04:49:02.007,,,,,167.38185119629,,,,,,,,,,,,,,,,,
2020.04.15 04:49:03.094,,,,,,,,,,,,161.73681640625,,,,,,,,,,
2020.04.15 04:49:05.003,-2.2000000476837,,,,,,,,,,,,,,,,,,,,,
2020.04.15 04:49:35.003,-2.2999999523163,,,,,,,,,,,,,,,,,,,,,
2020.04.15 04:51:16.014,,,,,,,,,719.6044921875,,,,,,,,,,,,,
2020.04.15 04:52:15.022,,,,,,167.29949951172,,,,,,,,,,,,,,,,
2020.04.15 04:54:38.016,,,,,,,,,,,,,,,,,163.36145019531,,,,,
2020.04.15 04:54:46.014,,,,,,,167.12730407715,,,,,,,,,,,,,,,
2020.04.15 04:55:19.019,,,,,,,,,719.75012207031,,,,,,,,,,,,,
2020.04.15 04:56:35.049,-2.2000000476837,,,,,,,,,,,,,,,,,,,,,
2020.04.15 04:57:35.043,-2.0999999046326,,,,,,,,,,,,,,,,,,,,,
2020.04.15 04:57:54.027,,,,,,,,,,,,161.80419921875,,,,,,,,,,
2020.04.15 04:58:46.032,,,,,,,,,,,,,,,,,163.45129394531,,,,,
2020.04.15 04:59:05.029,-2.2000000476837,,,,,,,,,,,,,,,,,,,,,
2020.04.15 05:00:35.023,-2.0999999046326,,,,,,,,,,,,,,,,,,,,,
2020.04.15 05:02:47.047,,,,,,,,,,,,,,,,,163.51867675781,,,,,
2020.04.15 05:04:05.036,-2.2000000476837,,,,,,,,,,,,,,,,,,,,,
2020.04.15 05:04:21.036,,,,,,,,,,,,161.83415222168,,,,,,,,,,
2020.04.15 05:05:19.047,,,,,167.35189819336,,,,,,,,,,,,,,,,,
2020.04.15 05:05:55.040,,,,,,,,,,,754.388671875,,,,,,,,,,,
2020.04.15 05:06:05.049,-2.0999999046326,,,,,,,,,,,,,,,,,,,,,
2020.04.15 05:06:06.051,,,,,,,,,719.6044921875,,,,,,,,,,,,,
2020.04.15 05:06:53.001,,,,,,,,,,,,,,,,,163.60102844238,,,,,
2020.04.15 05:06:57.049,,,,,,,167.11231994629,,,,,,,,,,,,,,,
2020.04.15 05:08:32.037,,,,,,167.29200744629,,,,,,,,,,,,,,,,
2020.04.15 05:10:50.034,,,,,,,,,,,,,,,,,163.68338012695,,,,,
2020.04.15 05:11:59.042,,,,,,,,,,,,161.86408996582,,,,,,,,,,
2020.04.15 05:13:35.048,-2.2000000476837,,,,,,,,,,,,,,,,,,,,,
2020.04.15 05:14:29.055,,,,,,,,,,,,,,,,,163.77322387695,,,,,
2020.04.15 05:15:44.052,,,,,167.37435913086,,,,,,,,,,,,,,,,,
2020.04.15 05:18:05.061,-2.0999999046326,,,,,,,,,,,,,,,,,,,,,
2020.04.15 05:18:08.075,,,,,,,,,,,,161.80419921875,,,,,,,,,,
2020.04.15 05:20:05.071,-2.2000000476837,,,,,,,,,,,,,,,,,,,,,
2020.04.15 05:21:27.061,,,,,,,,,,,,,,,,,,,,,99.986434936523,
2020.04.15 05:21:42.073,,,,,,,,,,,,,,,,,163.83311462402,,,,,
2020.04.15 05:22:05.069,-2.0999999046326,,,,,,,,,,,,,,,,,,,,,
2020.04.15 05:22:28.058,,,,,,,,,719.53173828125,,,,,,,,,,,,,
2020.04.15 05:24:06.070,,,,,,167.27703857422,,,,,,,,,,,,,,,,
2020.04.15 05:25:24.075,,,,,,,,,,,,161.77426147461,,,,,,,,,,
2020.04.15 05:26:36.079,,,,,,,,,,,,,,,,,163.89302062988,,,,,
2020.04.15 05:30:13.078,,,,,,,,,,,,,,,,,163.98284912109,,,,,
2020.04.15 05:31:22.084,,,,,,,,,,,754.46142578125,,,,,,,,,,,
2020.04.15 05:32:35.007,-2,,,,,,,,,,,,,,,,,,,,,
2020.04.15 05:34:14.002,,,,,,,,,,,,,,,,,164.09515380859,,,,,
2020.04.15 05:34:35.006,-1.8999999761581,,,,,,,,,,,,,,,,,,,,,
2020.04.15 05:34:47.001,,,,,,,,,,,,161.83415222168,,,,,,,,,,
2020.04.15 05:37:01.002,,,,,,,,,,,,,,,,,164.20745849609,,,,,
2020.04.15 05:38:24.006,,,,,,,,,719.458984375,,,,,,,,,,,,,
2020.04.15 05:40:39.011,,,,,,,,,,,,,,,,,164.29730224609,,,,,
2020.04.15 05:42:15.010,,,,,,167.29949951172,,,,,,,,,,,,,,,,
2020.04.15 05:43:41.024,,,,,,,,,,,,161.86408996582,,,,,,,,,,
2020.04.15 05:43:55.013,,,,,,,,,,,,,,,,,164.39462280273,,,,,
2020.04.15 05:44:05.018,-1.7999999523163,,,,,,,,,,,,,,,,,,,,,
2020.04.15 05:44:35.017,-1.7000000476837,,,,,,,,,,,,,,,,,,,,,
2020.04.15 05:45:57.024,,,,,,,,,,,754.388671875,,,,,,,,,,,
2020.04.15 05:47:05.020,-1.6000000238419,,,,,,,,,,,,,,,,,,,,,
2020.04.15 05:47:09.032,,,,,,,,,,,,,,,,,164.50692749023,,,,,
2020.04.15 05:49:36.032,,,,,,,,,,,,161.96142578125,,,,,,,,,,
2020.04.15 05:49:58.028,,,,,,,,,,,,,,,,,164.63420104981,,,,,
2020.04.15 05:51:05.037,-1.5,,,,,,,,,,,,,,,,,,,,,
2020.04.15 05:52:44.036,,,,,,,,,,,,,,,,,164.74650573731,,,,,
2020.04.15 05:53:35.042,,,,,,,,,,,,162.03628540039,,,,,,,,,,
2020.04.15 05:53:48.042,,,,,167.41180419922,,,,,,,,,,,,,,,,,
2020.04.15 05:55:14.042,,,,,,,167.16473388672,,,,,,,,,,,,,,,
2020.04.15 05:55:23.056,,,,,,,,,,,,,,,,,164.87377929688,,,,,
2020.04.15 05:56:06.040,,,,,,,,,719.38623046875,,,,,,,,,,,,,
2020.04.15 05:56:35.048,-1.3999999761581,,,,,,,,,,,,,,,,,,,,,
2020.04.15 05:56:43.047,,,,,,167.34442138672,,,,,,,,,,,,,,,,
2020.04.15 05:57:39.052,,,,,,,,,,,,162.13362121582,,,,,,,,,,
2020.04.15 05:58:06.052,,,,,,,,,,,,,,,,,165.00854492188,,,,,
2020.04.15 05:59:35.067,-1.5,,,,,,,,,,,,,,,,,,,,,
2020.04.15 06:00:05.051,-1.3999999761581,,,,,,,,,,,,,,,,,,,,,
2020.04.15 06:00:48.066,,,,,,,,,,,,,,,,,165.13581848145,,,,,
2020.04.15 06:02:16.058,,,,,,,,,,,,162.20100402832,,,,,,,,,,
2020.04.15 06:02:21.057,,,,,,,,,,,,,,,,,,,,,99.990051269531,
2020.04.15 06:03:20.071,,,,,167.44174194336,,,,,,,,,,,,,,,,,
2020.04.15 06:03:35.075,-1.2999999523163,,,,,,,,,,,,,,,,,,,,,
2020.04.15 06:03:51.064,,,,,,,,,,,,,,,,,165.24812316895,,,,,
2020.04.15 06:06:26.083,,,,,,,167.20216369629,,,,,,,,,,,,,,,
2020.04.15 06:06:46.076,,,,,,,,,,,,,,,,,165.36790466309,,,,,
2020.04.15 06:07:20.068,,,,,,167.38185119629,,,,,,,,,,,,,,,,
2020.04.15 06:09:05.076,-1.2000000476837,,,,,,,,,,,,,,,,,,,,,
2020.04.15 06:10:19.072,,,,,,,,,,,,,,,,,165.46524047852,,,,,
2020.04.15 06:11:05.069,-1.2999999523163,,,,,,,,,,,,,,,,,,,,,
2020.04.15 06:11:51.067,,,,,167.47917175293,,,,,,,,,,,,,,,,,
2020.04.15 06:12:31.060,,,,,,,,,,,754.46142578125,,,,,,,,,,,
